note_id,title,word_count,line_count,section_count,max_heading_depth,list_item_count,code_block_count,code_block_line_count,image_count,table_count,quote_block_count,frontmatter_present,frontmatter_field_count,tag_count,has_code,has_images,has_table,has_quotes,has_lists,has_frontmatter,is_empty,has_math,outlink_count,inlink_count,total_degree,is_orphan
decision_tree,Decision Tree,722,56,6,4,9,0,0,1,20,0,True,4,2,False,True,True,False,True,True,False,False,13,17,30,False
declarative,declarative,479,20,5,3,8,0,0,0,0,0,True,2,2,False,False,False,False,True,True,False,False,4,3,7,False
deep_learning_frameworks,Deep Learning Frameworks,314,26,3,3,0,0,0,0,0,0,True,2,0,False,False,False,False,False,True,False,False,1,0,1,True
deep_learning,Deep Learning,181,19,0,0,4,0,0,0,0,10,True,4,1,False,False,False,True,True,True,False,False,11,10,21,False
deep_q-learning,Deep Q-Learning,219,16,3,3,6,0,0,1,0,0,True,6,0,False,True,False,False,True,True,False,False,4,1,5,False
deepseek,DeepSeek,247,26,0,0,3,0,0,0,0,0,True,6,0,False,False,False,False,True,True,False,False,6,0,6,True
deleting_rows_or_filling_them_with_the_mean_is_not_always_best,Deleting rows or filling them with the mean is not always best,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,0,0,True
demand_forecasting,Demand forecasting,133,8,0,0,4,0,0,0,0,0,True,6,2,False,False,False,False,True,True,False,False,1,2,3,False
dendrograms,Dendrograms,25,3,0,0,0,0,0,1,0,0,False,0,0,False,True,False,False,False,False,False,False,2,4,6,False
dependency_manager,dependency manager,5,4,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,4,1,5,False
design_thinking_questions,Design Thinking Questions,20,3,0,0,3,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,0,1,1,False
determining_threshold_values,Determining Threshold Values,145,9,0,0,6,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,7,0,7,True
devops,DevOps,103,12,0,0,5,0,0,0,0,0,True,3,1,False,False,False,False,True,True,False,False,3,3,6,False
difference_between_databricks_vs._snowflake,Difference between Databricks vs. Snowflake,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,0,0,True
difference_between_snowflake_to_hadoop,Difference between snowflake to hadoop,249,20,2,3,2,0,0,0,0,0,True,3,2,False,False,False,False,True,True,False,False,3,0,3,True
differentation,Differentation,18,5,1,1,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,False,False,0,0,0,True
digital_transformation,Digital Transformation,817,77,10,3,21,0,0,0,0,0,True,4,1,False,False,False,False,True,True,False,False,3,1,4,False
digital_twin,Digital twin,900,57,5,3,0,0,0,0,0,1,True,6,1,False,False,False,True,False,True,False,False,2,0,2,True
dimension_table,Dimension Table,304,17,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,4,5,9,False
dimensional_modelling,Dimensional Modelling,107,9,0,0,2,0,0,0,0,0,True,3,1,False,False,False,False,True,True,False,False,9,2,11,False
dimensionality_reduction,Dimensionality Reduction,241,10,2,3,3,0,0,0,0,0,True,6,2,False,False,False,False,True,True,False,False,6,18,24,False
dimensions,Dimensions,43,3,0,0,0,0,0,0,0,0,True,2,1,False,False,False,False,False,True,False,False,2,1,3,False
directed_acyclic_graph_(dag),Directed Acyclic Graph (DAG),92,4,0,0,0,0,0,1,0,0,True,2,2,False,True,False,False,False,True,False,False,3,3,6,False
directory_structure,Directory Structure,217,34,0,0,0,0,0,0,0,0,True,3,1,False,False,False,False,False,True,False,False,0,0,0,True
distillation,Distillation,11,3,0,0,0,0,0,1,0,0,False,0,0,False,True,False,False,False,False,False,False,2,3,5,False
distributed_computing,Distributed Computing,389,22,6,4,9,0,0,0,0,0,True,4,3,False,False,False,False,True,True,False,False,8,3,11,False
distributions,Distributions,264,25,4,4,14,0,0,1,0,0,True,4,2,False,True,False,False,True,True,False,False,13,24,37,False
distribution_analysis.py,Distribution_Analysis.py,228,20,0,0,5,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,0,1,1,False
docker_image,Docker Image,443,39,2,3,4,5,10,0,0,0,False,0,0,True,False,False,False,True,False,False,False,0,1,1,False
docker,Docker,57,11,0,0,4,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,1,1,2,False
documentation_&_meetings,Documentation & Meetings,471,68,13,3,36,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,12,10,22,False
dropout,Dropout,169,12,2,1,2,1,5,0,0,0,True,6,2,True,False,False,False,True,True,False,False,3,1,4,False
ds_&_ml_portal,DS & ML Portal,149,74,9,3,62,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,62,2,64,False
duckdb_in_python,DuckDB in python,213,44,11,3,2,3,37,0,0,0,False,0,0,True,False,False,False,True,False,False,False,0,1,1,False
duckdb_vs_sqlite,DuckDB vs SQLite,426,25,7,3,14,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,4,1,5,False
duckdb,DuckDB,185,16,2,3,6,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,7,2,9,False
dummy_variable_trap,Dummy variable trap,403,25,4,3,3,0,0,0,20,0,False,0,0,False,False,True,False,True,False,False,True,2,2,4,False
eda,EDA,189,17,2,3,13,0,0,0,0,0,True,3,2,False,False,False,False,True,True,False,False,10,7,17,False
eda_pandas.py,EDA_Pandas.py,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
edge_machine_learning_models,Edge Machine Learning Models,428,26,4,4,4,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,2,2,4,False
education_and_training,Education and Training,98,6,0,0,2,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,0,1,1,False
elastic_net,Elastic Net,95,12,2,4,0,1,6,0,1,0,True,1,1,True,False,True,False,False,True,False,True,2,1,3,False
elt,ELT,206,15,2,3,4,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,4,4,8,False
embedded_methods,Embedded Methods,284,15,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,12,1,13,False
embeddings_for_oov_words,embeddings for OOV words,212,28,5,4,0,2,9,0,12,0,False,0,0,True,False,True,False,False,False,False,False,4,2,6,False
emergent_behavior,emergent behavior,11,2,1,3,0,0,0,0,0,0,True,2,0,False,False,False,False,False,True,False,False,0,1,1,False
encoding_categorical_variables,Encoding Categorical Variables,379,47,5,3,2,5,26,0,0,0,True,4,3,True,False,False,False,True,True,False,False,3,2,5,False
energy_abm,Energy ABM,108,5,1,1,4,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,1,1,2,False
energy_storage,Energy Storage,22,4,1,2,0,0,0,0,0,0,True,3,1,False,False,False,False,False,True,False,False,0,1,1,False
energy,Energy,203,19,0,0,14,0,0,0,0,0,True,3,1,False,False,False,False,True,True,False,False,11,3,14,False
environment_variables,Environment Variables,67,12,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,0,0,True
epoch,Epoch,140,11,0,0,4,1,3,0,0,0,False,0,0,True,False,False,False,True,False,False,True,0,0,0,True
epub,Epub,236,21,3,3,6,0,0,0,12,0,True,2,0,False,False,True,False,True,True,False,False,0,0,0,True
er_diagrams,ER Diagrams,112,32,1,4,11,1,12,0,3,0,True,1,3,True,False,True,False,True,True,False,False,2,6,8,False
estimator,Estimator,15,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,3,3,False
etl_pipeline_example,ETL Pipeline Example,152,44,6,4,0,1,41,0,0,0,True,1,1,True,False,False,False,False,True,False,False,1,1,2,False
etl_vs_elt,ETL vs ELT,242,14,1,2,4,0,0,2,0,0,True,2,1,False,True,False,False,True,True,False,False,1,3,4,False
etl,ETL,289,23,5,5,7,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,7,7,14,False
etlt,EtLT,58,3,0,0,0,0,0,0,0,1,True,2,1,False,False,False,True,False,True,False,False,0,0,0,True
evaluating_language_models,Evaluating Language Models,231,8,0,0,0,0,0,0,0,0,True,5,2,False,False,False,False,False,True,False,False,5,0,5,True
evaluation_metrics,Evaluation Metrics,323,33,4,2,8,0,0,2,0,0,True,1,2,False,True,False,False,True,True,False,False,12,12,24,False
event_driven_events,Event Driven Events,28,5,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,5,3,8,False
event_driven_microservices,Event Driven Microservices,359,12,0,0,0,0,0,0,0,0,True,3,0,False,False,False,False,False,True,False,False,3,2,5,False
event_driven,Event Driven,233,17,2,3,7,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,4,0,4,True
event-driven_architecture,Event-Driven Architecture,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,3,3,False
everything,Everything,30,7,1,2,0,0,0,0,0,0,True,1,1,False,False,False,False,False,True,False,False,0,0,0,True
excel_&_sheets,Excel & Sheets,2050,207,12,5,19,3,6,0,53,0,True,4,2,True,False,True,False,True,True,False,False,2,0,2,True
"explain_different_gradient_descent_algorithms,_their_advantages,_and_limitations.","Explain different gradient descent algorithms, their advantages, and limitations.",0,0,0,0,0,0,0,0,0,0,True,6,1,False,False,False,False,False,True,True,False,0,1,1,False
explain_the_curse_of_dimensionality,Explain the curse of dimensionality,366,14,2,3,8,0,0,0,0,0,True,5,1,False,False,False,False,True,True,False,False,8,1,9,False
exploration_vs._exploitation,Exploration vs. Exploitation,40,2,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,2,3,False
exploration,Exploration,0,0,0,0,0,0,0,0,0,0,True,4,1,False,False,False,False,False,True,True,False,0,1,1,False
f-regression,f-regression,266,38,5,3,16,2,9,0,0,0,True,2,2,True,False,False,False,True,True,False,False,6,2,8,False
f1_score,F1 Score,382,23,5,3,10,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,True,3,4,7,False
fabric,Fabric,223,18,4,2,13,0,0,0,0,0,True,1,1,False,False,False,False,True,True,False,False,11,0,11,True
fact_table,Fact Table,229,11,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,7,6,13,False
factor_analysis,Factor Analysis,163,15,2,3,3,0,0,0,0,0,True,6,0,False,False,False,False,True,True,False,False,4,0,4,True
factor_analysis.py,Factor_Analysis.py,515,43,8,4,9,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,0,1,1,False
facts,Facts,26,2,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,5,6,False
faiss,FAISS,227,24,3,3,16,0,0,0,0,0,True,6,2,False,False,False,False,True,True,False,False,7,1,8,False
fastapi,FastAPI,144,23,2,3,4,1,3,0,0,0,False,0,0,True,False,False,False,True,False,False,False,3,4,7,False
fastapi_example.py,FastAPI_Example.py,1099,259,23,3,33,26,101,0,24,0,False,0,0,True,False,True,False,True,False,False,False,0,1,1,False
feature_engineering,Feature Engineering,135,15,0,0,7,0,0,1,0,0,True,5,3,False,True,False,False,True,True,False,False,2,8,10,False
feature_evaluation,Feature Evaluation,85,14,7,3,3,0,0,0,0,0,True,2,0,False,False,False,False,True,True,False,False,0,0,0,True
feature_extraction,Feature Extraction,153,14,0,0,6,1,3,0,0,0,True,4,3,True,False,False,False,True,True,False,False,4,1,5,False
feature_importance,Feature Importance,266,16,1,3,8,0,0,0,0,0,True,4,3,False,False,False,False,True,True,False,False,9,5,14,False
feature_scaling,Feature Scaling,312,26,3,3,2,1,3,1,0,0,True,4,2,True,True,False,False,True,True,False,True,9,3,12,False
feature_selection_and_creation,Feature selection and creation,72,13,0,0,6,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,2,0,2,True
feature_selection_vs_feature_importance,Feature Selection vs Feature Importance,64,4,1,3,2,0,0,0,0,0,True,3,0,False,False,False,False,True,True,False,False,3,1,4,False
feature_selection,Feature Selection,407,19,4,3,7,0,0,0,0,0,True,1,2,False,False,False,False,True,True,False,False,15,19,34,False
feature_distribution.py,Feature_Distribution.py,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
feed_forward_neural_network,Feed Forward Neural Network,219,11,3,3,7,0,0,0,0,0,True,4,2,False,False,False,False,True,True,False,False,7,3,10,False
feedback_template,Feedback Template,65,10,0,0,5,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,0,1,1,False
filter_method,Filter method,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,3,3,False
filter_methods,filter methods,179,20,0,0,0,0,0,0,0,0,True,1,1,False,False,False,False,False,True,False,False,4,1,5,False
firebase,Firebase,14,3,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,0,1,True
fishbone_diagram,Fishbone diagram,38,7,0,0,4,0,0,1,0,0,False,0,0,False,True,False,False,True,False,False,False,2,0,2,True
fitting_weights_and_biases_of_a_neural_network,Fitting weights and biases of a neural network,632,55,9,2,14,3,12,0,0,0,False,0,0,True,False,False,False,True,False,False,True,15,1,16,False
flask,Flask,39,9,2,2,0,0,0,1,0,0,False,0,0,False,True,False,False,False,False,False,False,2,3,5,False
folder_tree_diagram,Folder Tree Diagram,13,8,1,2,0,0,0,0,0,0,True,1,1,False,False,False,False,False,True,False,False,0,0,0,True
forecasting_autoarima.py,Forecasting_AutoArima.py,50,6,2,2,3,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,4,4,8,False
forecasting_baseline.py,Forecasting_Baseline.py,118,7,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,1,1,False
forecasting_exponential_smoothing.py,Forecasting_Exponential_Smoothing.py,213,14,1,2,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,3,1,4,False
foreign_key,Foreign Key,117,16,0,0,0,0,0,0,17,0,False,0,0,False,False,True,False,False,False,False,False,0,2,2,False
forward_propagation,Forward Propagation,317,31,0,0,0,0,0,0,0,24,True,4,2,False,False,False,True,False,True,False,True,3,2,5,False
functional_programming,functional programming,53,2,0,0,0,0,0,0,0,0,True,2,1,False,False,False,False,False,True,False,False,0,1,1,False
fuzzywuzzy,Fuzzywuzzy,9,2,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,1,0,1,True
gartner_hype_cycle,Gartner Hype Cycle,144,19,0,0,0,0,0,1,0,0,True,2,2,False,True,False,False,False,True,False,False,1,0,1,True
gaussian_distribution,Gaussian Distribution,5,1,0,0,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,True,False,1,3,4,False
gaussian_mixture_models,Gaussian Mixture Models,264,25,5,2,10,0,0,1,1,0,True,6,1,False,True,True,False,True,True,False,True,10,4,14,False
gaussian_model,Gaussian Model,88,17,2,3,3,0,0,1,1,0,False,0,0,False,True,True,False,True,False,False,True,1,1,2,False
gaussian_mixture_model_implementation.py,Gaussian_Mixture_Model_Implementation.py,29,4,0,0,2,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,0,1,1,False
general_linear_regression,General Linear Regression,13,3,0,0,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,False,False,3,0,3,True
generative_adversarial_networks,Generative Adversarial Networks,26,1,0,0,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,False,False,0,1,1,False
generative_ai_from_theory_to_practice,Generative AI From Theory to Practice,220,41,7,3,2,0,0,3,0,0,False,0,0,False,True,False,False,True,False,False,False,12,0,12,True
generative_ai,Generative AI,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,5,5,False
get_data,Get data,192,32,2,2,11,1,13,0,0,0,True,2,1,True,False,False,False,True,True,False,False,0,0,0,True
gini_impurity_vs_cross_entropy,Gini Impurity vs Cross Entropy,263,13,3,3,9,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,3,1,4,False
gini_impurity,Gini Impurity,365,33,6,4,7,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,True,3,3,6,False
gis,GIS,83,8,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,4,3,7,False
git,Git,517,112,24,3,0,11,48,0,0,0,True,1,1,True,False,False,False,False,True,False,False,1,3,4,False
gitlab-ci.yml,gitlab-ci.yml,402,49,7,3,4,1,30,0,0,0,False,0,0,True,False,False,False,True,False,False,False,0,0,0,True
gitlab,Gitlab,25,3,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,1,2,False
google_cloud_platform,Google Cloud Platform,221,29,9,3,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,6,0,6,True
google_my_maps_data_extraction,Google My Maps Data Extraction,247,49,4,3,8,2,26,0,0,0,True,4,0,True,False,False,False,True,True,False,False,1,0,1,True
gradient_boosting_regressor,Gradient Boosting Regressor,379,15,0,0,0,0,0,0,0,0,True,3,1,False,False,False,False,False,True,False,False,3,0,3,True
gradient_boosting,Gradient Boosting,219,19,3,3,9,0,0,0,0,0,True,1,1,False,False,False,False,True,True,False,False,14,7,21,False
gradient_descent_in_linear_regression,Gradient descent in linear regression,246,13,0,0,1,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,True,3,1,4,False
gradient_descent,Gradient Descent,501,42,6,4,5,0,0,4,0,0,True,3,1,False,True,False,False,True,True,False,True,15,24,39,False
gradio,Gradio,120,10,1,3,3,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,1,1,2,False
grain,Grain,40,3,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,1,2,False
grammar_method,Grammar method,10,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,1,1,False
granularity,granularity,519,30,2,3,0,0,0,0,0,0,True,2,2,False,False,False,False,False,True,False,False,7,5,12,False
graph_analysis_plugin,Graph Analysis Plugin,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
graph_neural_network,Graph Neural Network,61,10,0,0,7,0,0,0,0,0,True,1,0,False,False,False,False,True,True,False,False,2,0,2,True
graph_query_language,Graph Query Language,119,18,0,0,7,0,0,0,0,0,True,3,0,False,False,False,False,True,True,False,False,4,1,5,False
graph_theory_community,Graph Theory Community,185,22,3,3,5,0,0,0,6,0,False,0,0,False,False,True,False,True,False,False,False,0,1,1,False
graph_theory,Graph Theory,11,6,0,0,0,0,0,0,0,0,True,6,0,False,False,False,False,False,True,False,False,5,0,5,True
graphrag_the_marriage_of_knowledge_graphs_and_rag,GraphRAG The Marriage of Knowledge Graphs and RAG,3,2,1,2,0,0,0,0,0,0,True,2,0,False,False,False,False,False,True,True,False,0,1,1,False
graphrag,GraphRAG,126,15,3,3,8,0,0,0,0,0,True,3,1,False,False,False,False,True,True,False,False,11,7,18,False
grep,Grep,1,1,0,0,0,0,0,1,0,0,True,4,0,False,True,False,False,False,True,True,False,1,0,1,True
gridseachcv,GridSeachCv,66,12,1,1,0,1,9,1,0,0,False,0,0,True,True,False,False,False,False,False,False,3,4,7,False
groupby_vs_crosstab,Groupby vs Crosstab,119,15,1,3,3,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,3,1,4,False
groupby,Groupby,77,21,3,3,2,2,11,1,0,0,True,2,2,True,True,False,False,True,True,False,False,3,7,10,False
grouped_plots,Grouped plots,37,14,2,1,2,1,12,1,0,0,False,0,0,True,True,False,False,True,False,False,False,2,1,3,False
gru,GRU,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,2,2,False
gsheets,GSheets,16,6,0,0,3,0,0,0,0,0,True,6,0,False,False,False,False,True,True,False,False,1,0,1,True
guardrails,Guardrails,360,14,4,3,0,0,0,0,0,0,True,5,2,False,False,False,False,False,True,False,False,4,1,5,False
hadoop,Hadoop,247,16,0,0,0,0,0,0,0,0,True,4,1,False,False,False,False,False,True,False,False,4,6,10,False
handling_different_distributions,Handling Different Distributions,325,31,6,3,6,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,7,2,9,False
handling_missing_data,Handling Missing Data,184,26,2,2,3,1,4,0,0,0,False,0,0,True,False,False,False,True,False,False,False,5,4,9,False
handling_missing_data.ipynb,Handling_Missing_Data.ipynb,1,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
handling_missing_data_basic.ipynb,Handling_Missing_Data_Basic.ipynb,1,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
handwritten_digit_classification,Handwritten Digit Classification,3,1,0,0,0,0,0,1,0,0,False,0,0,False,True,False,False,False,False,True,False,1,1,2,False
hash,Hash,301,17,3,3,2,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,1,2,3,False
heatmap,Heatmap,188,12,3,3,3,0,0,0,0,0,True,4,2,False,False,False,False,True,True,False,False,4,5,9,False
heatmaps_dendrograms.py,Heatmaps_Dendrograms.py,6,4,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,2,1,3,False
heterogeneous_features,heterogeneous features,350,24,7,3,0,0,0,0,0,0,True,1,1,False,False,False,False,False,True,False,False,1,1,2,False
hierarchical_clustering,Hierarchical Clustering,32,2,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,1,1,False
high_cross_validation_accuracy_is_not_directly_proportional_to_performance_on_unseen_test_data,High cross validation accuracy is not directly proportional to performance on unseen test data,201,23,1,3,3,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,False,7,0,7,True
honkit,Honkit,3,3,0,0,0,0,0,0,0,0,True,2,0,False,False,False,False,False,True,True,False,0,0,0,True
hosting,Hosting,103,21,5,4,4,0,0,0,0,0,True,1,2,False,False,False,False,True,True,False,False,1,0,1,True
how_businesses_use_gen_ai,How businesses use Gen AI,322,16,2,2,0,0,0,0,0,0,True,5,3,False,False,False,False,False,True,False,False,2,0,2,True
how_do_we_evaluate_of_llm_outputs,How do we evaluate of LLM Outputs,94,10,3,3,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,4,1,5,False
how_do_you_do_the_data_selection,how do you do the data selection,24,2,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,2,1,3,False
how_is_reinforcement_learning_being_combined_with_deep_learning,How is reinforcement learning being combined with deep learning,70,2,0,0,0,0,0,0,0,0,True,6,1,False,False,False,False,False,True,False,False,2,0,2,True
how_is_schema_evolution_done_in_practice_with_sql,How is schema evolution done in practice with SQL,0,0,0,0,0,0,0,0,0,0,True,5,1,False,False,False,False,False,True,True,False,0,0,0,True
how_llms_store_facts,How LLMs store facts,52,10,0,0,2,0,0,0,0,0,True,6,0,False,False,False,False,True,True,False,False,6,0,6,True
how_to_do_git_commit_messages_properly,How to do git commit messages properly,469,78,5,3,8,10,26,0,0,0,False,0,0,True,False,False,False,True,False,False,False,1,1,2,False
how_to_model_to_improve_demand_forecasting,How to model to improve demand forecasting,0,0,0,0,0,0,0,0,0,0,True,5,1,False,False,False,False,False,True,True,False,0,1,1,False
how_to_normalise_a_merged_table,How to normalise a merged table,21,4,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,3,4,False
how_to_reduce_the_need_for_gen_ai_responses,How to reduce the need for Gen AI responses,204,11,2,3,3,0,0,0,0,0,True,5,2,False,False,False,False,True,True,False,False,3,0,3,True
how_to_search_within_a_graph,How to search within a graph,99,12,2,4,0,0,0,1,0,0,False,0,0,False,True,False,False,False,False,False,False,6,3,9,False
how_to_use_sklearn_pipeline,How to use Sklearn Pipeline,0,0,0,0,0,0,0,0,0,0,True,6,1,False,False,False,False,False,True,True,False,0,0,0,True
how_would_you_decide_between_using_tf-idf_and_word2vec_for_text_vectorization,How would you decide between using TF-IDF and Word2Vec for text vectorization,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
hugging_face,Hugging Face,116,9,1,3,4,0,0,0,0,0,True,3,1,False,False,False,False,True,True,False,False,1,1,2,False
hyperparameter_tuning,Hyperparameter Tuning,334,42,1,3,16,0,0,0,0,0,True,6,0,False,False,False,False,True,True,False,False,8,7,15,False
hyperparameter,Hyperparameter,46,7,0,0,4,0,0,0,0,0,True,4,1,False,False,False,False,True,True,False,False,5,19,24,False
hypothesis_testing,Hypothesis testing,502,30,10,5,11,0,0,0,0,0,True,6,1,False,False,False,False,True,True,False,True,4,9,13,False
imbalanced_datasets,Imbalanced Datasets,368,20,5,3,6,0,0,0,0,0,True,3,3,False,False,False,False,True,True,False,False,13,11,24,False
imbalanced_datasets_smote.py,Imbalanced_Datasets_SMOTE.py,387,32,4,4,4,0,0,0,43,0,False,0,0,False,False,True,False,True,False,False,False,7,1,8,False
immutable_vs_mutable,Immutable vs mutable,29,12,0,0,0,1,11,0,0,0,False,0,0,True,False,False,False,False,False,False,False,1,1,2,False
impact_of_multicollinearity_on_model_parameters,Impact of multicollinearity on model parameters,90,20,1,1,0,1,23,0,0,0,False,0,0,True,False,False,False,False,False,False,False,0,1,1,False
imperative,imperative,107,6,0,0,0,0,0,0,0,0,True,2,1,False,False,False,False,False,True,False,False,0,0,0,True
implementing_database_schema,Implementing Database Schema,321,69,4,3,9,6,42,0,0,0,False,0,0,True,False,False,False,True,False,False,False,2,1,3,False
imputation_techniques,Imputation Techniques,536,81,13,5,4,5,55,0,0,0,True,2,0,True,False,False,False,True,True,False,False,2,1,3,False
in_ner_how_would_you_handle_ambiguous_entities,In NER how would you handle ambiguous entities,172,6,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,1,1,False
in-memory_format,in-memory format,194,13,0,0,7,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,0,0,0,True
incremental_synchronization,incremental synchronization,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
indexing_in_cypher,Indexing in cypher,193,28,4,2,7,2,7,0,10,0,True,2,1,True,False,True,False,True,True,False,False,1,1,2,False
industries_of_interest,Industries of interest,156,12,1,3,8,0,0,0,0,0,True,2,1,False,False,False,False,True,True,False,False,7,0,7,True
inference_versus_prediction,inference versus prediction,127,5,0,0,2,0,0,0,0,0,True,5,0,False,False,False,False,True,True,False,False,4,1,5,False
inference,inference,16,2,0,0,0,0,0,0,0,0,True,4,0,False,False,False,False,False,True,False,False,1,3,4,False
information_theory,information theory,263,9,0,0,0,0,0,0,0,0,True,3,1,False,False,False,False,False,True,False,False,0,2,2,False
initialization_methods,initialization methods,164,20,4,2,10,0,0,0,0,0,True,2,2,False,False,False,False,True,True,False,False,6,3,9,False
input_is_not_properly_sanitized,Input is Not Properly Sanitized,130,9,1,3,6,0,0,0,0,0,True,6,0,False,False,False,False,True,True,False,False,1,1,2,False
interoperability,Interoperability,14,1,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,0,3,3,False
interoperable,interoperable,0,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,True,False,0,1,1,False
interpretability,interpretability,1012,60,9,3,19,0,0,0,0,0,True,3,2,False,False,False,False,True,True,False,False,0,31,31,False
interpreting_logistic_regression_model_parameters,Interpreting logistic regression model parameters,12,2,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False,1,1,2,False
interquartile_range_(iqr)_detection,Interquartile Range (IQR) Detection,145,20,0,0,5,0,0,0,0,0,False,0,0,False,False,False,False,True,False,False,True,1,1,2,False
interview_notepad,interview notepad,1273,61,3,3,0,0,0,0,0,0,True,4,1,False,False,False,False,False,True,False,False,6,0,6,True
ipynb,ipynb,30,6,1,3,0,0,0,0,0,0,True,1,1,False,False,False,False,False,True,False,False,2,1,3,False
